"Taxon_Id","Kingdom","Class","Family","Scientific_name","Common_name","Taxon_author","NCA_status","EPBC_status","Significant","Endemicity"
23469,"fungi","sac fungi","Porpidiaceae","Porpidia albocaerulescens var. albocaerulescens",,"(Wulfen) Hertel & Knoph","C",,,"Q"
24347,"fungi","sac fungi","Porpidiaceae","Porpidia albocaerulescens var. polycarpiza",,"(Vain.) Rambold & Hertel","C",,,"Q"
34319,"fungi","sac fungi","Porpidiaceae","Porpidia cinereoatra",,"(Ach.) Hertel & Knoph","C",,,"Q"
33723,"fungi","club fungi","Basidiomycota","Postia tephroleuca",,"(Fr.) Juelich","C",,,"U"
34215,"fungi","sac fungi","Lecanoraceae","Protoparmelia australiensis",,"(Kantvilas & Elix) Kantvilas, Papong & Lumbsch","C",,,"U"
33011,"fungi","sac fungi","Lecanoraceae","Protoparmelia isidiata",,"Diederich, Aptroot & Serus.","C",,,"Q"
31977,"fungi","sac fungi","Lecanoraceae","Protoparmelia pulchra",,"Diederich, Aptroot & Serus.","C",,,"U"
31953,"fungi","sac fungi","Lecanoraceae","Protoparmelia rogersii",,"Elix","C",,,"Q"
34653,"fungi","club fungi","Basidiomycota","Protoxerula flavo-olivacea",,"(R.H.Petersen & Halling) R.H.Petersen","C",,,"U"
27649,"fungi","club fungi","Basidiomycota","Psathyrella asperospora",,"(Cleland) Guzman, Bandala & Montoya","C",,,"U"
34028,"fungi","club fungi","Basidiomycota","Psathyrella bambra",,"Grgur.","C",,,"Q"
25767,"fungi","club fungi","Basidiomycota","Psathyrella candolleana",,"(Fr.) Maire","C",,,"U"
28753,"fungi","club fungi","Basidiomycota","Psathyrella sp. 1",,,"C",,,"Q"
28743,"fungi","club fungi","Basidiomycota","Psathyrella sp. 2",,,"C",,,"Q"
28750,"fungi","club fungi","Basidiomycota","Psathyrella sp. 3",,,"C",,,"Q"
30829,"fungi","sac fungi","Parmeliaceae","Pseudephebe pubescens",,"(L.) M.Choisy","C",,,"QAI"
28715,"fungi","club fungi","Basidiomycota","Pseudobaeospora lamingtonensis",,"Aberdeen","C",,,"Q"
29012,"fungi","club fungi","Basidiomycota","Pseudocolus fusiformis",,"(E.Fisch.) Lloyd","C",,,"Q"
32379,"fungi","club fungi","Basidiomycota","Pseudocolus garciae",,"(Moller) Lloyd","C",,,"Q"
34841,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria ardesiaca",,"D.J.Galloway","C",,,"U"
23472,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria argyracea",,"(Delise) Vain.","C",,,"U"
24348,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria bartlettii",,"D.J.Galloway","C",,,"Q"
23474,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria beccarii",,"(Kremp.) D.J.Galloway","C",,,"U"
28425,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria billardierei",,"(Delise) Raesaenen","C",,,"QAI"
33279,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria brattii",,"D.J.Galloway & Kantvilas","C",,,"U"
23475,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria crocata",,"(L.) Vain.","C",,,"U"
25362,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria crocatoides",,"D.J.Galloway","C",,,"Q"
23479,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria desfontainii",,"(Delise) D.J.Galloway","C",,,"U"
23476,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria dissimilis",,"(Nyl.) D.J.Galloway & P.James","C",,,"U"
23477,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria dozyana",,"(Mont. & Bosch) D.J.Galloway","C",,,"QI"
26827,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria gilva",,"(Ach.) Malme","C",,,"U"
23478,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria granulata",,"(C.Bab.) Malme","C",,,"QAI"
26828,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria haywardiorum",,"D.J.Galloway","C",,,"Q"
25640,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria insculpta",,"(Stizenb.) D.J.Galloway","C",,,"U"
23481,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria intricata",,"(Delise) Vain.","C",,,"U"
27174,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria jamesii",,"D.J.Galloway","C",,,"Q"
23483,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria multifida",,"(Nyl.) D.J.Galloway & P.James","C",,,"U"
23484,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria neglecta",,"(Muell.Arg.) H.Magn.","C",,,"U"
30028,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria nermula",,"D.J.Galloway","C",,,"U"
23485,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria pickeringii",,"(Tuck.) D.J.Galloway","C",,,"U"
23487,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria prolificans",,"(Nyl.) Vain.","C",,,"U"
23488,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria punctillaris",,"(Muell.Arg.) D.J.Galloway","C",,,"U"
24349,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria rigida",,"(Muell.Arg.) D.J.Galloway","C",,,"U"
23708,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria rubrina",,"(Stirt.) D.J.Galloway","C",,,"U"
26648,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria sayeri",,"D.J.Galloway","C",,,"U"
26829,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria semilanata",,"(Muell.Arg.) D.J.Galloway","C",,,"U"
26830,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria stenophylla",,"(Muell.Arg.) D.J.Galloway","C",,,"U"
23489,"fungi","sac fungi","Lobariaceae","Pseudocyphellaria sulphurea",,"(Schaer.) D.J.Galloway","C",,,"U"
27853,"fungi","club fungi","Basidiomycota","Pseudohydnum gelatinosum",,"(Scop.) P.Karst.","C",,,"U"
32917,"fungi","sac fungi","Trypetheliaceae","Pseudopyrenula diluta",,"(Fee) Muell.Arg.","C",,,"Q"
32916,"fungi","sac fungi","Trypetheliaceae","Pseudopyrenula subnudata",,"Muell.Arg.","C",,,"U"
32422,"fungi","club fungi","Basidiomycota","Psilocybe coprophila",,"(Bull.) P.Kumm.","C",,,"U"
28689,"fungi","club fungi","Basidiomycota","Psilocybe cubensis",,"(Earle) Singer","C",,,"QA"
33708,"fungi","club fungi","Basidiomycota","Psilocybe merdaria",,"(Fr.) Ricken","C",,,"U"
28976,"fungi","club fungi","Basidiomycota","Psilocybe pseudobullacea",,"(Petch) Pegler","C",,,"Q"
29099,"fungi","club fungi","Basidiomycota","Psilocybe subaeruginosa",,"Cleland","C",,,"QA"
23499,"fungi","sac fungi","Micareaceae","Psilolechia lucida",,"(Ach.) M.Choisy","C",,,"Q"
30012,"fungi","sac fungi","Psoraceae","Psora crenata",,"(Taylor) Reinke","C",,,"QAI"
27376,"fungi","sac fungi","Psoraceae","Psora crystallifera",,"(Taylor) Muell.Arg.","C",,,"U"
23501,"fungi","sac fungi","Psoraceae","Psora decipiens",,"(Hedw.) Hoffm.","C",,,"QAI"
30106,"fungi","sac fungi","Verrucariaceae","Psoroglaena cubensis var. cubensis",,"Muell.Arg.","C",,,"U"
30119,"fungi","sac fungi","Verrucariaceae","Psoroglaena perminuta",,"(Vezda) H.Harada","C",,,"Q"
34970,"fungi","sac fungi","Pannariaceae","Psoroma buchananii",,"(C.Knight) Nyl.","C",,,"U"
26650,"fungi","sac fungi","Pannariaceae","Psoroma geminatum",,"M.Jorg.","C",,,"Q"
27117,"fungi","sac fungi","Pannariaceae","Psoroma hirsutulum",,"Nyl. ex Cromb.","C",,,"Q"
27577,"fungi","sac fungi","Asterothyriaceae","Psorotheciopsis patellarioides",,"(Rehm) R.Sant.","C",,,"Q"
34220,"fungi","sac fungi","Lichinaceae","Pterygiopsis guyanensis",,"M.Schultz, Porembski & Buedel","C",,,"Q"
29092,"fungi","club fungi","Basidiomycota","Pulcherricium coeruleum",,"(Lam.) Parmasto","C",,,"U"
28606,"fungi","club fungi","Basidiomycota","Pulveroboletus curtisii",,"(Berk.) Singer","C",,,"Q"
28685,"fungi","club fungi","Basidiomycota","Pulveroboletus frians",,"(Corner) Singer","C",,,"Q"
28712,"fungi","club fungi","Basidiomycota","Pulveroboletus ravenelii",,"(Berk. & M.A.Curtis) Murrill","C",,,"U"
26651,"fungi","sac fungi","Chiodectonaceae","Pulvinodecton kurzii",,"(Kremp. ex Nyl.) Henssen & G.Thor","C",,,"Q"
34036,"fungi","uncertain","Ascomycota","Pulvinula tetraspora",,"(Hansf.) Rifai","C",,,"Q"
27930,"fungi","sac fungi","Parmeliaceae","Punctelia borreri",,"(Sm.) Krog","C",,,"QA"
35518,"fungi","sac fungi","Parmeliaceae","Punctelia nebulata",,"Elix & J.Johnst.","C",,,"U"
27119,"fungi","sac fungi","Parmeliaceae","Punctelia pseudocoralloidea",,"(Gyeln.) Elix & Kantvilas","C",,,"U"
24470,"fungi","sac fungi","Parmeliaceae","Punctelia subalbicans",,"(Stirt.) D.J.Galloway & Elix","C",,,"Q"
23507,"fungi","sac fungi","Parmeliaceae","Punctelia subflava",,"(Taylor) Elix & J.Johnst.","C",,,"U"
33036,"fungi","club fungi","Basidiomycota","Punctularia strigosozonata",,"(Schwein.) P.H.B.Talbot","C",,,"QAI"
27814,"fungi","club fungi","Basidiomycota","Pycnoporus cinnabarinus",,"(Jacq.) P.Karst.","C",,,"U"
26680,"fungi","club fungi","Basidiomycota","Pycnoporus coccineus",,"(Fr.) Bondartsev & Singer","C",,,"U"
28686,"fungi","club fungi","Basidiomycota","Pycnoporus sanguineus",,"(L.) Murrill","C",,,"U"
32829,"fungi","uncertain","Ascomycota","Pyrenographa irregularis",,"(Wehm.) R.C.Harris","C",,,"Q"
34266,"fungi","sac fungi","Lichinaceae","Pyrenopsis tryptococca",,"Nyl.","C",,,"Q"
34908,"fungi",,"Pyrenothrichaceae","Pyrenothrix nigra",,"Riddle","C",,,"U"
27309,"fungi","sac fungi","Pyrenulaceae","Pyrenula anomala",,"(Ach.) Vain.","C",,,"QI"
24351,"fungi","sac fungi","Pyrenulaceae","Pyrenula aspistea",,"(Ach.) Ach.","C",,,"Q"
23511,"fungi","sac fungi","Pyrenulaceae","Pyrenula astroidea",,"(Fee) R.C.Harris","C",,,"U"
23963,"fungi","sac fungi","Pyrenulaceae","Pyrenula bicuspidata",,"Muell.Arg.","C",,,"U"
23785,"fungi","sac fungi","Pyrenulaceae","Pyrenula concatervans",,"(Nyl.) R.C.Harris","C",,,"QI"
25428,"fungi","sac fungi","Pyrenulaceae","Pyrenula confinis",,"(Nyl.) R.C.Harris","C",,,"U"
25432,"fungi","sac fungi","Pyrenulaceae","Pyrenula cruenta",,"(Mont.) Vain.","C",,,"U"
32013,"fungi","sac fungi","Pyrenulaceae","Pyrenula dermatodes",,"(Borrer) Schaer.","C",,,"QA"
24358,"fungi","sac fungi","Pyrenulaceae","Pyrenula finitima",,"Muell.Arg.","C",,,"U"
32919,"fungi","sac fungi","Pyrenulaceae","Pyrenula laureriformis",,"Aptroot","C",,,"Q"
32918,"fungi","sac fungi","Pyrenulaceae","Pyrenula macularis",,"(Zahlbr.) R.C.Harris","C",,,"Q"
23513,"fungi","sac fungi","Pyrenulaceae","Pyrenula mamillana",,"(Ach.) Trevis.","C",,,"U"
32012,"fungi","sac fungi","Pyrenulaceae","Pyrenula massariospora",,"(Starbaeck) R.C.Harris","C",,,"U"
25338,"fungi","sac fungi","Pyrenulaceae","Pyrenula microcarpa",,"Muell.Arg.","C",,,"U"
31814,"fungi","sac fungi","Pyrenulaceae","Pyrenula neoculata",,"Aptroot","C",,,"Q"
25339,"fungi","sac fungi","Pyrenulaceae","Pyrenula nitidula",,"(Bres.) R.C.Harris","C",,,"U"
25431,"fungi","sac fungi","Pyrenulaceae","Pyrenula ochraceoflava var. ochraceoflava",,"(Nyl.) R.C.Harris","C",,,"U"
27113,"fungi","sac fungi","Pyrenulaceae","Pyrenula parvinuclea",,"(Meyen & Flot.) Aptroot","C",,,"Q"
23964,"fungi","sac fungi","Pyrenulaceae","Pyrenula pyrenuloides",,"(Mont.) R.C.Harris","C",,,"U"
23512,"fungi","sac fungi","Pyrenulaceae","Pyrenula quassiaecola",,"Fee","C",,,"U"
32920,"fungi","sac fungi","Pyrenulaceae","Pyrenula ravenelii",,"(Tuck.) R.C.Harris","C",,,"U"
25340,"fungi","sac fungi","Pyrenulaceae","Pyrenula santensis",,"(Nyl.) Muell.Arg.","C",,,"Q"
31816,"fungi","sac fungi","Pyrenulaceae","Pyrenula shirleyana",,"(Muell.Arg.) Aptroot","C",,,"U"
24364,"fungi","sac fungi","Pyrenulaceae","Pyrenula subcongruens",,"Muell.Arg.","C",,,"U"
31813,"fungi","sac fungi","Pyrenulaceae","Pyrenula subumbilicata",,"(C.Knight) Aptroot","C",,,"Q"
31812,"fungi","sac fungi","Pyrenulaceae","Pyrenula subvariolosa",,"(C.Knight) Aptroot","C",,,"U"
31811,"fungi","sac fungi","Pyrenulaceae","Pyrenula xanthominuta",,"Aptroot","C",,,"Q"
36046,"fungi","sac fungi","Pyrenulaceae","Pyrenula zeylanica",,"Upreti & Ajay Singh","C",,,"U"
23528,"fungi","sac fungi","Sphinctrinaceae","Pyrgidium montellicum",,"(Belt.) Tibell","C",,,"Q"
29475,"fungi","sac fungi","Pyrenulaceae","Pyrgillus cubanus",,"Nyl.","C",,,"Q"
25314,"fungi","sac fungi","Pyrenulaceae","Pyrgillus fuscus",,"Aptroot","C",,,"Q"
25313,"fungi","sac fungi","Pyrenulaceae","Pyrgillus indicus",,"(Kremp.) Aptroot","C",,,"Q"
23530,"fungi","sac fungi","Pyrenulaceae","Pyrgillus javanicus",,"(Mont. & Bosch) Nyl.","C",,,"U"
29918,"fungi","sac fungi","Physciaceae","Pyxine albovirens",,"(Meyer) Aptroot","C",,,"Q"
25242,"fungi","sac fungi","Physciaceae","Pyxine australiensis",,"Kalb","C",,,"U"
23532,"fungi","sac fungi","Physciaceae","Pyxine berteriana",,"(Fee) Imshaug","C",,,"U"
24366,"fungi","sac fungi","Physciaceae","Pyxine coccifera",,"(Fee) Nyl.","C",,,"U"
35784,"fungi","sac fungi","Physciaceae","Pyxine coccinea",,"(Schaer.) Mont. & Bosch","C",,,"U"
23533,"fungi","sac fungi","Physciaceae","Pyxine cocoes",,"(Sw.) Nyl.","C",,,"U"
25245,"fungi","sac fungi","Physciaceae","Pyxine cognata",,"Stirt.","C",,,"U"
24367,"fungi","sac fungi","Physciaceae","Pyxine convexior",,"(Muell.Arg.) Swinscow & Krog","C",,,"U"
27120,"fungi","sac fungi","Physciaceae","Pyxine copelandii",,"Vain.","C",,,"Q"
35928,"fungi","sac fungi","Physciaceae","Pyxine coralligera",,"Malme","C",,,"U"
27121,"fungi","sac fungi","Physciaceae","Pyxine cylindrica",,"Kashiw.","C",,,"U"
27122,"fungi","sac fungi","Physciaceae","Pyxine desudans",,"Kalb","C",,,"U"
25243,"fungi","sac fungi","Physciaceae","Pyxine elixii",,"Kalb","C",,,"Q"
25246,"fungi","sac fungi","Physciaceae","Pyxine endochrysina",,"Nyl.","C",,,"Q"
30015,"fungi","sac fungi","Physciaceae","Pyxine fallax",,"(Zahlbr.) Kalb","C",,,"Q"
25416,"fungi","sac fungi","Physciaceae","Pyxine farinosa",,"Kashiw.","C",,,"U"
25417,"fungi","sac fungi","Physciaceae","Pyxine keralensis",,"D.D.Awasthi","C",,,"Q"
23540,"fungi","sac fungi","Physciaceae","Pyxine microspora",,"Vain.","C",,,"U"
23536,"fungi","sac fungi","Physciaceae","Pyxine petricola",,"Nyl.","C",,,"U"
25244,"fungi","sac fungi","Physciaceae","Pyxine plumea",,"Kalb","C",,,"U"
23537,"fungi","sac fungi","Physciaceae","Pyxine pungens",,"Zahlbr.","C",,,"Q"
23538,"fungi","sac fungi","Physciaceae","Pyxine retirugella",,"Nyl.","C",,,"U"
23539,"fungi","sac fungi","Physciaceae","Pyxine rugulosa",,"Stirt.","C",,,"U"
35507,"fungi","sac fungi","Physciaceae","Pyxine schechingeri",,"Kalb","C",,,"U"
30108,"fungi","sac fungi","Physciaceae","Pyxine schmidtii",,"Vain.","C",,,"Q"
23541,"fungi","sac fungi","Physciaceae","Pyxine sorediata",,"(Ach.) Mont.","C",,,"U"
23542,"fungi","sac fungi","Physciaceae","Pyxine subcinerea",,"Stirt.","C",,,"U"
23545,"fungi","sac fungi","Ramalinaceae","Ramalina australiensis",,"Nyl.","C",,,"U"
29467,"fungi","sac fungi","Ramalinaceae","Ramalina cannonii",,"Elix, Din & Samsudin","C",,,"Q"
23547,"fungi","sac fungi","Ramalinaceae","Ramalina celastri subsp. celastri",,"(Spreng.) Krog & Swinscow","C",,,"U"
23568,"fungi","sac fungi","Ramalinaceae","Ramalina confirmata",,"(Nyl.) Elix","C",,,"U"
24371,"fungi","sac fungi","Ramalinaceae","Ramalina disparata",,"Krog & Swinscow","C",,,"Q"
27123,"fungi","sac fungi","Ramalinaceae","Ramalina dumeticola",,"Krog & Swinscow","C",,,"U"
23549,"fungi","sac fungi","Ramalinaceae","Ramalina exiguella",,"Stirt.","C",,,"U"
27374,"fungi","sac fungi","Ramalinaceae","Ramalina exilis",,"Asahina","C",,,"Q"
23550,"fungi","sac fungi","Ramalinaceae","Ramalina filicaulis",,"G.N.Stevens","C",,,"Q"
23551,"fungi","sac fungi","Ramalinaceae","Ramalina glaucescens",,"Kremp.","C",,,"QAI"
29585,"fungi","sac fungi","Ramalinaceae","Ramalina inflata subsp. inflata",,"Hook.f. & Taylor","C",,,"U"
23553,"fungi","sac fungi","Ramalinaceae","Ramalina inflata subsp. perpusilla",,"(Stirt.) G.N.Stevens","C",,,"U"
25434,"fungi","sac fungi","Ramalinaceae","Ramalina leiodea",,"(Nyl.) Nyl.","C",,,"U"
23554,"fungi","sac fungi","Ramalinaceae","Ramalina litorea",,"G.N.Stevens","C",,,"U"
29460,"fungi","sac fungi","Ramalinaceae","Ramalina luciae",,"Mohlo, Brodo, W.L.Culb. & C.F.Culb.","C",,,"U"
23555,"fungi","sac fungi","Ramalinaceae","Ramalina nervulosa",,"(Muell.Arg.) Abbayes","C",,,"U"
23559,"fungi","sac fungi","Ramalinaceae","Ramalina pacifica",,"Asahina","C",,,"U"
23560,"fungi","sac fungi","Ramalinaceae","Ramalina peruviana",,"Ach.","C",,,"U"
26325,"fungi","sac fungi","Ramalinaceae","Ramalina sp. (Eimeo G.N.Stevens 3129)",,,"C",,,"Q"
23564,"fungi","sac fungi","Ramalinaceae","Ramalina subfraxinea var. norstictica",,"G.N.Stevens","C",,,"U"
23562,"fungi","sac fungi","Ramalinaceae","Ramalina subfraxinea var. subfraxinea",,"Nyl.","C",,,"U"
23565,"fungi","sac fungi","Ramalinaceae","Ramalina tenella",,"Muell.Arg.","C",,,"U"
23566,"fungi","sac fungi","Ramalinaceae","Ramalina tropica",,"G.N.Stevens","C",,,"U"
23057,"fungi","sac fungi","Ramalinaceae","Ramalinora glaucolivida",,"(Muell.Arg.) Lumbsch, Rambold & Elix","C",,,"QA"
31818,"fungi","club fungi","Basidiomycota","Ramaria anziana",,"R.H.Petersen","C",,,"U"
31819,"fungi","club fungi","Basidiomycota","Ramaria capitata var. capitata",,"(Lloyd) Corner","C",,,"Q"
31820,"fungi","club fungi","Basidiomycota","Ramaria capitata var. ochraceosalmonicolor",,"(Cleland) A.M.Young & N.A.Fechner","C",,,"QA"
35376,"fungi","club fungi","Basidiomycota","Ramaria filicicola",,"(S.G.M.Fawc.) Corner","C",,,"U"
32299,"fungi","club fungi","Basidiomycota","Ramaria gracilis",,"(Pers.) Quel.","C",,,"U"
36088,"fungi","club fungi","Basidiomycota","Ramaria lorithamnus",,"(Berk.) R.H.Petersen","C",,,"U"
25489,"fungi","club fungi","Basidiomycota","Ramaria polypus",,"Corner","C",,,"Q"
32298,"fungi","club fungi","Basidiomycota","Ramaria sp. (Blackbutt A.M.Young+ 1334)",,,"C",,,"Q"
28848,"fungi","club fungi","Basidiomycota","Ramaria subaurantiaca",,"Corner","C",,,"QA"
28853,"fungi","club fungi","Basidiomycota","Ramariopsis alutacea",,"R.H.Petersen","C",,,"Q"
33516,"fungi","club fungi","Basidiomycota","Ramariopsis corniculata",,"(Schaeff.) R.H.Petersen","C",,,"U"
34634,"fungi","club fungi","Basidiomycota","Ramariopsis kunzei",,"(Fr.) Corner","C",,,"U"
32383,"fungi","club fungi","Basidiomycota","Ramariopsis ovispora",,"R.H.Petersen","C",,,"Q"
34626,"fungi","club fungi","Basidiomycota","Ramariopsis pulchella",,"(Boud.) Corner","C",,,"Q"
33836,"fungi","club fungi","Basidiomycota","Ramariopsis simplex",,"R.H.Petersen","C",,,"Q"
32589,"fungi","sac fungi","Lecanoraceae","Ramboldia aurea",,"(Kalb & Elix) Kalb, Lumbsch & Elix","C",,,"U"
32828,"fungi","sac fungi","Lecanoraceae","Ramboldia blastidiata",,"Kantvilas & Elix","C",,,"Q"
32588,"fungi","sac fungi","Lecanoraceae","Ramboldia crassithallina",,"Kalb","C",,,"Q"
31980,"fungi","sac fungi","Lecanoraceae","Ramboldia haematites",,"(Fee) Kalb, Lumbsch & Elix","C",,,"U"
31982,"fungi","sac fungi","Lecanoraceae","Ramboldia laeta",,"(Stirt.) Kalb, Lumbsch & Elix","C",,,"U"
25357,"fungi","sac fungi","Lecanoraceae","Ramboldia petraeoides",,"(Nyl. ex C.Bab. & Mitt.) Kantvilas & Elix","C",,,"QA"
29719,"fungi","sac fungi","Lecanoraceae","Ramboldia plicatula",,"(Muell.Arg.) Kantvilas & Elix","C",,,"Q"
36041,"fungi","sac fungi","Lecanoraceae","Ramboldia quaesitica",,"Elix & Kalb","C",,,"U"
31981,"fungi","sac fungi","Lecanoraceae","Ramboldia sanguinolenta",,"(Kremp.) Kalb, Lumbsch & Elix","C",,,"U"
27124,"fungi","sac fungi","Odontotremataceae","Ramonia eungellae",,"Kalb","C",,,"Q"
27104,"fungi","sac fungi","Graphidaceae","Reimnitzia santensis",,"(Tuck.) Kalb","C",,,"U"
23569,"fungi","sac fungi","Parmeliaceae","Relicina abstrusa",,"(Vain.) Hale","C",,,"QA"
23570,"fungi","sac fungi","Parmeliaceae","Relicina amphithrix",,"Hale","C",,,"U"
23571,"fungi","sac fungi","Parmeliaceae","Relicina circumnodata",,"(Nyl.) Hale","C",,,"Q"
24373,"fungi","sac fungi","Parmeliaceae","Relicina clarkensis",,"Elix & J.Johnst.","C",,,"Q"
23572,"fungi","sac fungi","Parmeliaceae","Relicina conglutinata",,"Elix & J.Johnst.","C",,,"Q"
24449,"fungi","sac fungi","Parmeliaceae","Relicina connivens",,"(Kurok.) Hale","C",,,"U"
24374,"fungi","sac fungi","Parmeliaceae","Relicina demethylbarbatica",,"Elix & J.Johnst.","C",,,"U"
25376,"fungi","sac fungi","Parmeliaceae","Relicina dentata",,"Elix","C",,,"Q"
36118,"fungi","sac fungi","Parmeliaceae","Relicina filsonii",,"Elix & J.Johnst.","C",,,"U"
25377,"fungi","sac fungi","Parmeliaceae","Relicina kurandensis",,"Elix","C",,,"Q"
23573,"fungi","sac fungi","Parmeliaceae","Relicina limbata",,"(Laurer) Hale","C",,,"U"
24471,"fungi","sac fungi","Parmeliaceae","Relicina planiuscula",,"(Kurok.) Hale","C",,,"U"
24375,"fungi","sac fungi","Parmeliaceae","Relicina ramboldii",,"Elix & J.Johnst.","C",,,"U"
23579,"fungi","sac fungi","Parmeliaceae","Relicina ramosissima",,"(Kurok.) Hale","C",,,"Q"
24472,"fungi","sac fungi","Parmeliaceae","Relicina relicinula",,"(Muell.Arg.) Hale","C",,,"Q"
23574,"fungi","sac fungi","Parmeliaceae","Relicina samoensis",,"(Zahlbr.) Hale","C",,,"Q"
24473,"fungi","sac fungi","Parmeliaceae","Relicina schizospatha",,"(Kurok.) Hale","C",,,"Q"
23575,"fungi","sac fungi","Parmeliaceae","Relicina subabstrusa",,"(Gyeln.) Hale","C",,,"Q"
24376,"fungi","sac fungi","Parmeliaceae","Relicina subcoronata",,"Elix & J.Johnst.","C",,,"Q"
23576,"fungi","sac fungi","Parmeliaceae","Relicina sublanea",,"(Kurok.) Hale","C",,,"U"
25378,"fungi","sac fungi","Parmeliaceae","Relicina subnigra",,"Elix & J.Johnst.","C",,,"Q"
23577,"fungi","sac fungi","Parmeliaceae","Relicina sydneyensis",,"(Gyeln.) Hale","C",,,"U"
24377,"fungi","sac fungi","Parmeliaceae","Relicina terricrocodila",,"Elix & J.Johnst.","C",,,"Q"
24378,"fungi","sac fungi","Parmeliaceae","Relicinopsis intertexta",,"(Mont. & Bosch) Elix & Verdon","C",,,"Q"
24379,"fungi","sac fungi","Parmeliaceae","Relicinopsis malaccensis",,"(Nyl.) Elix & Verdon","C",,,"U"
23580,"fungi","sac fungi","Parmeliaceae","Relicinopsis rahengensis",,"(Vain.) Elix & Verdon","C",,,"U"
